company_name,category_name,status_name,country,state_code,founding_date,funding_type,funded_at,funding_amount
sendhub,enterprise,operating,USA,CA,2011-12-01,series-a,2013-09-04,3000000
drivefactor,analytics,operating,USA,VA,2010-01-01,private-equity,2013-08-16,3249999
kamcord,mobile,operating,USA,CA,2012-04-01,angel,2013-08-22,1000000
vayusa,software,operating,USA,MA,2001-01-01,series-a,2006-03-20,10000000
medaptus,software,operating,USA,MA,1999-01-01,venture,2009-03-19,6000000
central-desktop,public_relations,operating,USA,CA,2005-05-01,series-a,2008-04-16,7000000
gather,news,operating,USA,MA,2005-01-01,series-a,2004-12-01,3000000
fantasy-buzzer,sports,operating,USA,NY,2012-06-01,venture,2013-02-12,210000
crowdmed,health,operating,USA,CA,2012-10-01,angel,2013-06-06,1200000
redfin,real_estate,operating,USA,WA,2004-10-01,series-b,2006-05-01,8000000
mojo-motors,automotive,operating,USA,NY,2010-03-01,series-a,2010-02-01,1700000
havemyshift,web,operating,USA,IL,2009-09-10,angel,2009-09-10,12000
payclip,mobile,operating,USA,CA,2013-04-01,series-a,2013-05-28,1500000
entouch-controls,cleantech,operating,USA,TX,2009-01-01,series-a,2012-06-25,500000
veedims,automotive,operating,USA,FL,,venture,2013-07-22,100000
linkedin,network_hosting,ipo,USA,CA,2003-05-01,series-c+,2008-10-22,22700000
serveron,hardware,operating,USA,OR,2001-01-01,venture,2007-03-22,5000000
modern-message,software,operating,USA,TX,2012-03-01,venture,2013-05-22,170000
connected-data,analytics,operating,USA,CA,,series-a,2013-01-31,6000000
publicrelay,advertising,operating,USA,VA,,series-a,2012-10-11,1512500
federatedmedia,advertising,operating,USA,CA,2005-01-01,angel,2005-06-16,750000
bpl-global,software,operating,USA,PA,2004-01-01,series-c+,2007-02-15,26000000
qe-ventures,software,operating,USA,NY,2000-01-01,other,2012-07-17,232845
defencall,mobile,operating,USA,CT,2010-01-01,angel,2013-03-05,200000
get-it-mobile,mobile,operating,USA,CA,,venture,2011-02-22,1100000
dventus-technologies,software,operating,USA,MI,,other,2013-07-23,280000
placecast,mobile,operating,USA,CA,2005-01-01,series-b,2010-03-01,3000000
kleer,hardware,acquired,USA,CA,,series-b,2008-03-25,28000000
intellibatt,network_hosting,operating,USA,CA,2006-01-01,venture,2012-07-17,22000000
balance-financial,enterprise,operating,USA,WA,2004-01-01,series-a,2011-09-06,1500000
marketsync,software,operating,USA,WA,2005-01-01,venture,2009-12-10,216100
koolspan,security,operating,USA,MD,2003-03-01,series-b,2006-11-01,6500000
tarsa-therapeutics,biotech,operating,USA,PA,2009-01-01,series-a,2010-01-17,24000000
communiclique,software,operating,USA,VA,2006-03-01,venture,2010-01-20,50000
anvato,games_video,operating,USA,CA,2007-01-01,series-a,2008-12-08,2000000
pathwork-diagnostics,biotech,operating,USA,CA,2002-01-01,venture,2006-07-06,11000000
mashery,enterprise,acquired,USA,CA,2006-05-01,venture,2012-07-23,10000000
flocktag,advertising,operating,USA,MI,2011-01-01,series-a,2013-05-27,1000000
coravin,manufacturing,operating,USA,MA,2011-02-01,venture,2011-12-02,2140000
meru-networks,mobile,ipo,USA,CA,2002-01-01,series-c+,2006-05-01,25000000
gmz-energy,cleantech,operating,USA,MA,2006-01-01,series-c+,2011-12-21,14000000
northwest-evaluation-association,nonprofit,operating,USA,OR,1974-01-01,other,2011-09-20,17000000
netscientific,biotech,operating,USA,NY,,venture,2013-09-16,45457543
beacon-endoscopic,medical,operating,USA,MA,2008-01-01,other,2013-03-07,1085613
rally-software,enterprise,ipo,USA,CO,2001-01-01,series-c+,2009-02-23,8000000
c3-jian,biotech,operating,USA,CA,2005-01-01,venture,2010-01-05,15000000
kythera-biopharmaceuticals,biotech,operating,USA,CA,2005-08-01,series-c+,2011-09-19,37400000
image-metrics,software,operating,USA,CA,2000-01-01,series-a,2002-07-01,4163460
lasergen,biotech,operating,USA,TX,,series-a,2011-08-30,5000000
seattle-genetics,biotech,ipo,USA,WA,,venture,2011-02-02,155000000
biodesix,biotech,operating,USA,CO,,series-c+,2013-04-12,8800000
cocodot,web,closed,USA,CA,,venture,2010-05-21,2000000
stylesight,fashion,operating,USA,NY,2004-01-01,series-b,2010-01-06,5000006
mog,music,acquired,USA,CA,2005-06-01,series-a,2006-05-04,3400000
chaffee-county-telecom,mobile,operating,USA,CO,2012-01-01,venture,2012-12-31,105000
arrayent,software,operating,USA,CA,2002-01-01,venture,2010-03-12,248309
napo-pharmaceuticals,biotech,operating,USA,CA,2001-01-01,venture,2011-10-27,3087500
pixelligent,nanotech,operating,USA,MD,2002-01-01,private-equity,2013-05-03,5100000
syntellia,web,operating,USA,CA,2011-05-18,angel,2012-10-31,900000
metreos-corporation,software,acquired,USA,TX,2001-01-01,series-a,2004-10-14,3800000
scale-computing,enterprise,operating,USA,IN,2006-01-01,series-a,2009-05-29,3000000
farmersweb,ecommerce,operating,USA,NY,2011-01-01,angel,2013-05-31,1000000
savingstar,advertising,operating,USA,MA,2010-06-01,series-a,2010-08-19,2300000
nomi,software,operating,USA,NY,2012-09-01,series-a,2013-02-11,3000000
forma-therapeutics,biotech,operating,USA,ME,2008-01-01,venture,2012-09-07,10000000
financialforce-com,software,operating,USA,CA,2009-09-01,other,2012-10-10,14500000
avm-biotechnology,biotech,operating,USA,WA,2008-01-01,venture,2011-11-22,300000
rhythm-pharmaceuticals,biotech,operating,USA,MA,,series-b,2013-07-31,11000000
intrexon-corporation,biotech,ipo,USA,VA,1998-01-01,series-c+,2012-11-16,25000002
egames,games_video,operating,USA,PA,,venture,2010-04-02,500000
pokitdok,mobile,operating,USA,CA,2011-10-01,series-a,2013-06-26,4000000
gotvoice,mobile,operating,USA,WA,2003-10-01,series-a,2006-10-25,3000000
spectrasensors,enterprise,operating,USA,CA,1999-01-01,venture,2009-05-23,6000000
sialix,biotech,operating,USA,MA,,venture,2013-07-30,969572
jigsaw,web,acquired,USA,CA,2003-10-31,series-b,2004-09-01,5200000
taboola,photo_video,operating,USA,NY,2007-01-01,series-b,2011-08-25,9000000
papayamobile,games_video,operating,USA,CA,2008-01-01,series-b,2011-04-27,18000000
albeo-technologies,cleantech,acquired,USA,CO,,series-a,2008-02-21,1500000
sezmi,games_video,operating,USA,CA,2007-01-01,series-c+,2010-03-02,1931282
biofire-diagnostics,biotech,acquired,USA,UT,1990-01-01,venture,2012-09-19,25000000
ecodirect,cleantech,operating,USA,CA,2008-06-01,angel,2008-06-01,100000
sonocine,medical,operating,USA,NV,2000-01-01,venture,2012-01-25,155000
extend-media,software,acquired,USA,MA,1991-01-01,venture,2006-03-16,11200000
mubi,games_video,operating,USA,CA,2007-02-14,series-a,2007-08-01,750000
icecure-medical,health,operating,USA,OH,2006-01-01,private-equity,2013-08-28,4000000
dropcam,software,operating,USA,CA,2009-01-01,series-b,2012-06-19,12000000
atyr-pharma,biotech,operating,USA,CA,2005-01-01,other,2013-07-29,10000000
airsis,software,operating,USA,CA,1998-01-01,venture,2007-01-01,1000000
constant-contact,messaging,ipo,USA,MA,1998-01-01,venture,2010-06-03,3659714
integrated-medical-partners,medical,operating,USA,WI,,venture,2010-09-07,2000000
point-inside,mobile,operating,USA,WA,2009-02-01,venture,2012-08-02,3200000
exagen-diagnostics,biotech,operating,USA,NM,,series-b,2005-06-28,7000000
clinicast,software,operating,USA,CA,2011-12-31,angel,2012-10-01,100000
callidus-biopharma,biotech,operating,USA,PA,,angel,2012-01-04,1445000
jumptap,mobile,acquired,USA,MA,2005-01-01,series-a,2005-03-01,4000000
brickstream,analytics,operating,USA,GA,2000-01-01,series-c+,2009-07-13,7973583
applied-stemcell,biotech,operating,USA,CA,,venture,2013-03-26,2640741
advanced-proteome-therapeutics,biotech,operating,USA,MA,,angel,2013-02-28,160050
librato,software,operating,USA,CA,2011-01-01,series-a,2013-07-25,3800000
billmyparents,ecommerce,operating,USA,CA,,venture,2010-11-24,3400000
sidetour,web,acquired,USA,NY,2011-06-01,series-a,2011-10-17,1500000
graphon,software,operating,USA,CA,1996-01-01,venture,2011-09-02,7100000
mogl,hospitality,operating,USA,CA,2010-01-01,series-b,2012-01-31,12000000
unbuythat,ecommerce,closed,USA,NY,2011-11-01,angel,2012-01-01,90000
lyft,software,operating,USA,CA,2007-01-01,angel,2010-08-23,1200000
heapsylon,hardware,operating,USA,WA,2010-11-01,angel,2013-07-01,290000
rolith,nanotech,operating,USA,CA,2008-08-01,series-a,2012-04-05,5000000
vaxess-technologies,biotech,operating,USA,MA,2011-12-18,series-a,2013-05-23,3750000
intermolecular,semiconductor,operating,USA,CA,2004-01-01,series-c+,2006-09-20,27620000
copytele,finance,ipo,USA,NY,,other,2012-09-19,750000
benchprep,education,operating,USA,IL,2010-08-01,series-a,2010-12-01,1800000
sepspensor,other,operating,USA,MA,2003-01-01,venture,2010-02-17,1500000
moneylib,other,operating,USA,NY,2012-09-04,angel,2012-10-15,265000
toomah,software,operating,USA,GA,2009-01-01,other,2010-03-31,287500
ping4,software,operating,USA,NH,,private-equity,2013-02-11,4000000
springbot,ecommerce,operating,USA,GA,2012-01-01,series-a,2013-07-24,3000000
helpmerent-com,real_estate,closed,USA,CA,2010-10-01,angel,2011-08-01,154000
the-greatist,news,operating,USA,NY,2011-04-11,angel,2013-01-02,1450000
callidus-biopharma,biotech,operating,USA,PA,,series-a,2012-07-03,1611154
bitpay,finance,operating,USA,GA,2011-05-01,series-a,2013-05-16,2000000
cloudvelocity,enterprise,operating,USA,CA,2010-12-01,series-b,2013-07-16,13000000
cellerant-therapeutics,biotech,operating,USA,CA,,series-b,2007-04-26,4400000
mithridion,biotech,closed,USA,WI,,series-c+,2011-01-11,1250000
casenet,software,operating,USA,MA,2002-01-01,venture,2012-01-12,3000000
intelleflex,enterprise,operating,USA,CA,2003-01-01,series-c+,2007-12-13,15500000
keibi-technologies,software,acquired,USA,CA,2006-09-01,series-b,2007-05-01,5000000
bensata,social,operating,USA,TX,2007-01-01,angel,2011-02-28,115000
ayasdi,analytics,operating,USA,CA,2008-01-01,venture,2012-05-03,499982
inkling,public_relations,operating,USA,IL,2007-01-01,angel,2007-01-01,20000
silvercar,ecommerce,operating,USA,TX,,venture,2012-10-10,11500000
stik,web,operating,USA,MI,2010-11-01,series-a,2013-03-04,2300000
howaboutwe,web,operating,USA,NY,2009-11-01,series-a,2010-09-01,3100000
imricor-medical-systems,biotech,operating,USA,MN,2006-01-01,private-equity,2012-04-17,4120000
islanddatacorporation,analytics,acquired,USA,CA,1995-01-01,series-c+,2010-04-19,7000000
augmenix,medical,operating,USA,MA,2008-01-01,series-b,2009-10-16,6100000
simplivt,software,operating,USA,MA,2008-01-01,venture,2012-01-09,5750000
daktari-diagnostics,biotech,operating,USA,MA,2008-01-01,private-equity,2013-05-15,7000000
backtype,advertising,acquired,USA,CA,2008-01-01,angel,2008-06-01,15000
breach-security,security,acquired,USA,CA,2004-01-01,venture,2008-07-23,6000000
daily-sales-exchange,ecommerce,operating,USA,CA,,other,2012-04-12,135000
r-a-burch-construction,real_estate,operating,USA,CA,1984-01-01,crowdfunding,2013-09-09,14600000
mainstreet-connect,news,operating,USA,NY,2010-01-01,series-b,2011-11-01,7000000
foodem,hospitality,operating,USA,MD,2010-01-01,angel,2010-01-01,200000
joule-unlimited,cleantech,operating,USA,MA,2007-01-01,series-b,2010-04-27,30000000
appycouple,web,operating,USA,NY,,angel,2012-01-09,25000
alces-technology,hardware,operating,USA,SD,2003-01-01,other,2013-06-05,1500000
pervasip,public_relations,operating,USA,NY,,other,2011-09-14,75000
media-convergence-group,news,operating,USA,MO,,angel,2012-04-26,1250000
ethor-media,ecommerce,operating,USA,CA,2010-10-01,angel,2011-04-15,414813
netstreams,games_video,acquired,USA,TX,,series-b,2008-01-14,18200000
plx-pharma,biotech,operating,USA,TX,,other,2013-03-19,8273297
open-mobile-solutions,mobile,operating,USA,WA,2010-02-01,angel,2012-05-03,135000
dimdim,web,acquired,USA,MA,2006-01-01,series-b,2008-07-01,6000000
dexterra,mobile,acquired,USA,WA,2000-01-01,series-c+,2007-02-26,36000000
transmedics,medical,operating,USA,MA,1998-01-01,series-c+,2010-03-30,36000000
solopower,cleantech,operating,USA,CA,2005-01-01,venture,2011-06-29,43700000
recurly,enterprise,operating,USA,CA,2009-07-01,series-a,2012-01-25,6000000
roundscapes,software,operating,USA,CA,2008-01-01,angel,2011-12-08,500000
storify,web,acquired,USA,CA,2009-12-11,angel,2009-12-01,10000
groovychannel,network_hosting,operating,USA,CA,2005-01-01,series-a,2007-01-01,3000000
causes,nonprofit,operating,USA,CA,2007-09-01,series-c+,2010-10-18,9000000
nanochip,software,operating,USA,CA,1996-01-01,venture,2008-01-22,14000000
kayo-technology,mobile,operating,USA,WI,2011-01-01,venture,2013-05-07,1662358
company-com,social,operating,USA,GA,2010-01-01,series-a,2010-07-30,3625000
correlix,enterprise,closed,USA,NY,2006-01-01,venture,2006-10-04,2800000
qd-vision,nanotech,operating,USA,MA,2004-08-01,series-c+,2009-12-16,10000000
mu-dynamics,network_hosting,acquired,USA,CA,2005-01-01,series-c+,2008-05-19,10000000
mchron,software,operating,USA,CA,2012-01-01,angel,2012-02-08,650000
bridgelux,manufacturing,operating,USA,CA,2002-01-01,series-c+,2011-07-28,60000000
spectrum-k12-school-solutions,software,operating,USA,MD,1996-01-01,venture,2007-09-11,5700000
respectance,web,operating,USA,CA,2006-06-01,series-a,2007-07-01,1500000
ak-networks,advertising,operating,USA,NY,2010-01-01,series-a,2010-09-15,8000000
general-assembly,education,operating,USA,NY,,series-a,2011-09-07,4250000
clarizen,software,operating,USA,CA,2005-01-01,other,2012-05-27,8000000
bold-technologies,software,operating,USA,CO,1981-01-01,venture,2012-06-15,500000
glasspoint-solar,cleantech,operating,USA,CA,2008-05-01,other,2011-07-20,1500000
veotag,web,acquired,USA,NY,,angel,2007-05-01,750000
consert,cleantech,acquired,USA,TX,2008-01-01,other,2009-12-18,1300000
leaf-commercial-capital,finance,operating,USA,PA,1995-01-01,venture,2011-11-23,50000000
intellikine,biotech,acquired,USA,CA,,venture,2011-10-31,4000000
rover-com,web,operating,USA,WA,2011-01-01,venture,2012-01-12,1832536
synthetic-biologics,biotech,operating,USA,MD,2001-01-01,private-equity,2012-11-06,10800000
relay-network,messaging,operating,USA,PA,2010-09-01,series-a,2011-04-27,6000000
onswipe,advertising,operating,USA,NY,2010-01-01,venture,2011-06-02,5000000
synapdx,medical,operating,USA,MA,2010-01-01,venture,2013-07-22,15400000
sonic-notify,software,operating,USA,NY,2011-10-01,angel,2011-10-01,300000
material-mix,software,operating,USA,MO,2011-02-01,angel,2012-05-10,50000
livinglymedia,advertising,operating,USA,CA,2006-01-01,series-a,2007-08-01,6800000
1366-technologies,manufacturing,operating,USA,MA,2007-01-01,other,2011-02-07,3000000
jingle-networks,mobile,acquired,USA,NY,2005-09-01,angel,2005-10-01,400000
triggermail,software,operating,USA,NY,2013-01-06,angel,2013-07-23,1101452
diagnostic-photonics,biotech,operating,USA,IL,2008-01-01,angel,2011-09-22,1346510
bodymedia,health,acquired,USA,PA,1999-01-01,venture,2012-05-23,12000000
serps,software,operating,USA,OR,,angel,2012-03-01,25000
datallegro,network_hosting,acquired,USA,CA,2003-01-01,series-c+,2008-06-17,19600000
open-mhealth,health,operating,USA,CA,2011-09-01,other,2011-09-01,150000
luxul-wireless,mobile,operating,USA,UT,,series-c+,2006-10-25,600000
brijot-imaging-systems,software,operating,USA,FL,2002-01-01,venture,2007-08-20,14000000
baronova,medical,operating,USA,CA,2006-01-01,series-a,2006-01-01,6500000
internet-pawn,finance,closed,USA,CO,2009-01-01,other,2013-08-27,273969
2u,education,operating,USA,MD,2008-01-01,series-c+,2011-03-10,32500000
lanx,biotech,operating,USA,CO,2003-01-01,venture,2009-07-24,265900
slate-science,education,operating,USA,NY,,angel,2013-03-06,1100000
aglogic,consulting,operating,USA,IL,2007-02-22,angel,2008-10-10,1000000
force-therapeutics,health,operating,USA,NY,2010-01-01,venture,2013-09-24,500000
ridejoy,social,operating,USA,CA,2011-01-01,angel,2012-01-25,1300000
10-20-media,ecommerce,operating,USA,MD,2001-01-01,other,2011-12-28,500000
keystone-mobile-partner,health,operating,USA,PA,1987-01-01,angel,2012-04-03,28300
complex-media,games_video,operating,USA,NY,2002-01-01,venture,2010-04-28,1713695
biofisica,biotech,operating,USA,GA,2000-01-01,venture,2008-04-21,2300000
l4-mobile,mobile,operating,USA,WA,2008-01-01,series-c+,2006-06-21,4800000
global-investor-services,finance,operating,USA,FL,,other,2012-04-04,100000
pvt-solar,cleantech,operating,USA,CA,2007-01-01,series-b,2010-09-28,13700000
lucky-sort,analytics,acquired,USA,OR,2011-05-01,angel,2012-01-01,500000
4tech,biotech,operating,USA,MA,2011-01-01,private-equity,2011-12-21,7000000
map2app,mobile,operating,USA,CA,2012-04-01,angel,2012-12-10,65000
estately,real_estate,operating,USA,WA,2006-12-01,angel,2008-04-24,450000
shapeways,ecommerce,operating,USA,NY,2007-03-01,series-a,2010-09-23,6000000
issio-solutions,enterprise,operating,USA,CA,2011-01-01,venture,2013-01-25,1884499
extend-media,software,acquired,USA,MA,1991-01-01,series-c+,2008-12-01,10000000
responsive-energy-group,cleantech,operating,USA,IL,2011-01-01,venture,2012-05-22,10000
plum-district,web,operating,USA,CA,2009-01-01,series-a,2011-01-26,8500000
milo,web,acquired,USA,CA,2008-01-01,series-a,2009-11-24,4000000
byoutik,mobile,operating,USA,NY,2012-10-03,angel,2012-08-01,100000
liveminutes,web,operating,USA,CA,,angel,2013-07-23,1400000
glammedia,web,operating,USA,CA,2003-09-01,series-c+,2008-02-01,65000000
cahaba-pharmaceuticals,biotech,operating,USA,NJ,2008-01-01,other,2013-01-18,205000
udacity,education,operating,USA,CA,2011-01-01,series-a,2012-01-01,5000000
radius-health,biotech,operating,USA,MA,2003-01-01,series-c+,2011-07-26,66000000
ridepal,transportation,operating,USA,CA,2011-02-17,angel,2012-09-10,500000
sonendo,biotech,operating,USA,CA,2006-06-01,series-c+,2013-06-04,18000000
guided-therapeutics,biotech,operating,USA,GA,1992-01-01,venture,2013-06-03,2527001
algevolve,cleantech,operating,USA,MT,2007-01-01,venture,2010-04-21,375900
doctorbase,mobile,operating,USA,CA,2010-04-09,venture,2013-08-07,359999
digifit,health,operating,USA,CA,2008-01-01,other,2013-04-23,200000
figaro-systems,software,operating,USA,NM,1992-01-01,series-a,2013-01-17,1671125
emo-labs,manufacturing,operating,USA,MA,2005-01-01,series-a,2009-08-14,1795000
datameer,analytics,operating,USA,CA,2009-09-01,venture,2012-09-26,6000000
tigo-energy,cleantech,operating,USA,CA,2007-01-01,venture,2011-12-12,18000000
thermalin-diabetes,biotech,operating,USA,OH,2007-01-01,other,2013-09-03,2525000
soraa,cleantech,operating,USA,CA,2008-01-01,venture,2008-02-01,5000000
billmelater,web,acquired,USA,MD,2000-01-01,series-a,2007-01-01,72600000
invitedhome,web,operating,USA,CO,2009-12-11,angel,2010-03-01,325000
driveway-software,mobile,operating,USA,CA,2010-02-01,angel,2012-07-30,325000
fancloud,sports,operating,USA,CA,2011-02-19,series-a,2011-11-13,67000
nomis-solutions,software,operating,USA,CA,2002-01-01,other,2013-09-24,5000000
ardelyx,biotech,operating,USA,CA,2007-01-01,series-b,2011-08-31,30000000
numerate,biotech,operating,USA,CA,2007-03-18,series-b,2009-03-01,5500000
swivel,search,closed,USA,CA,2005-12-01,series-a,2007-04-01,1000000
intra-cellular-therapies,biotech,operating,USA,NY,2002-01-01,other,2013-04-01,15289893
hulafrog,web,operating,USA,NJ,2010-05-01,angel,2013-05-22,500000
4info,advertising,operating,USA,CA,2004-01-01,series-c+,2007-06-01,10000000
pollenware,software,operating,USA,KS,2008-02-01,series-a,2012-09-05,9100000
avalon-clones,hardware,operating,USA,AZ,,series-b,2013-06-23,3000000
akorri,software,acquired,USA,MA,2005-01-01,venture,2010-03-23,10100000
newtide-commerce,ecommerce,operating,USA,CO,2012-08-23,angel,2013-08-19,450000
indigo-identityware,security,operating,USA,MN,2009-01-01,other,2010-02-11,1275000
redux,games_video,operating,USA,CA,2007-03-01,series-a,2007-03-01,1650000
evernote,web,operating,USA,CA,2004-01-01,series-c+,2012-05-03,70000000
akshay-wellness,biotech,operating,USA,NJ,2005-01-01,series-a,2011-10-07,1797641
probueno,nonprofit,operating,USA,MA,2012-01-01,angel,2013-03-11,340000
gridpoint,cleantech,operating,USA,VA,2003-01-01,series-a,2006-01-01,8000000
shoeboxed,web,operating,USA,NC,2007-05-01,series-b,2011-06-14,1431360
tribogenics,medical,operating,USA,CA,,series-a,2012-09-24,6200000
tetherball,advertising,operating,USA,IN,2008-01-01,venture,2010-01-21,472500
innovasic-semiconductor,semiconductor,operating,USA,NM,1991-01-01,series-c+,2007-04-03,6220000
compass-labs,advertising,operating,USA,CA,2009-01-01,venture,2009-09-27,1000000
precyse,consulting,operating,USA,PA,1999-01-01,series-b,2010-08-17,11000000
tocagen,biotech,operating,USA,CA,2007-01-01,venture,2010-11-08,15310930
itelagen,software,operating,USA,NJ,2008-01-01,series-a,2012-04-19,5141450
brain-synergy-institute,biotech,operating,USA,TX,2012-01-01,series-a,2013-03-24,1970000
tokutek,enterprise,operating,USA,MA,2006-01-01,venture,2010-08-20,2800000
apogee-informatics,software,operating,USA,OR,2004-01-01,venture,2011-10-25,15000
extend-labs-2,biotech,operating,USA,CA,2012-01-01,other,2012-08-16,1900000
bcr-environmental,cleantech,closed,USA,FL,,series-a,2011-10-14,10000000
digital-railroad,web,closed,USA,NY,,series-a,2005-06-14,5200000
avidbiotics,biotech,operating,USA,CA,,venture,2012-07-27,1840173
hubble-telemedical,biotech,operating,USA,TN,2011-01-01,venture,2012-01-11,250000
gesturetek,software,operating,USA,CA,1986-01-01,series-c+,2007-12-12,5000000
trusteer,security,acquired,USA,MA,2006-12-01,series-b,2008-10-21,6100000
trilliant,hardware,operating,USA,CA,1995-01-01,series-b,2010-07-15,106000000
tagsys,software,operating,USA,PA,2001-01-01,series-c+,2006-05-26,35000000
eiqnetworks,enterprise,operating,USA,MA,2001-01-01,series-a,2009-01-21,10000000
snap-interactive-inc,software,operating,USA,NY,2005-07-19,venture,2011-01-14,8500000
livingsocial,ecommerce,operating,USA,DC,2007-01-01,series-b,2010-01-04,5000000
tour-wrist,mobile,operating,USA,CA,2010-01-01,angel,2012-12-03,1250000
massbioed,education,operating,USA,MA,2001-01-01,other,2013-06-21,100000
odyssey-thera,biotech,operating,USA,CA,2000-01-01,venture,2010-03-17,3500000
rawporter,mobile,operating,USA,NC,2010-10-11,angel,2012-09-24,300000
sulia,social,operating,USA,NY,2009-05-01,series-a,2012-09-14,1500000
protea-biosciences-group,biotech,operating,USA,WV,2001-01-01,other,2013-07-29,439500
cronote,messaging,operating,USA,CA,2010-12-01,angel,2011-02-14,11000
compass-datacenters,network_hosting,operating,USA,TX,,private-equity,2012-08-09,9250000
fanfare-group,enterprise,acquired,USA,CA,2004-01-01,series-b,2005-01-01,8000000
portable-internet,mobile,operating,USA,NJ,1999-01-01,venture,2005-04-20,3400000
neomatrix,hardware,acquired,USA,CA,1999-01-01,other,2013-06-25,4225311
thermoenergy,cleantech,operating,USA,MA,1988-01-01,other,2012-07-27,1000000
personal-capital,finance,operating,USA,CA,2009-07-01,series-a,2009-07-01,2000000
playlore,consulting,operating,USA,CT,,venture,2011-06-23,3000000
pawngo,finance,operating,USA,CO,2011-01-01,venture,2011-06-07,2300000
marqeta,web,operating,USA,CA,2010-01-01,series-b,2013-05-15,14000000
aricent,software,operating,USA,NJ,1991-01-01,venture,2008-02-11,4700000
fibrocell-science,biotech,operating,USA,PA,,venture,2012-05-14,3353000
retrofit,health,operating,USA,IL,,series-a,2012-11-13,8000000
fusion-coolant-systems,cleantech,operating,USA,MI,,series-a,2013-01-16,600000
cloudvolumes,enterprise,operating,USA,CA,2011-01-01,series-a,2013-07-01,21156530
supplyframe,advertising,operating,USA,CA,2003-06-01,series-c+,2009-05-08,1500000
shattered-reality-interactive,games_video,operating,USA,CA,2006-06-01,angel,2008-03-12,600000
audiencescience-inc,advertising,operating,USA,WA,2003-01-01,venture,2013-04-10,9228075
tongal,web,operating,USA,CA,2008-06-01,series-a,2013-01-14,15000000
small-bone-innovations,medical,operating,USA,PA,2009-05-01,series-c+,2009-04-30,108000000
snapvine,other,acquired,USA,WA,2005-01-01,series-a,2006-07-01,2000000
lomography,photo_video,operating,USA,NY,,venture,2013-08-07,1000000
crowdflower,enterprise,operating,USA,CA,2007-12-20,angel,2009-03-01,1200000
catch-media,web,operating,USA,CA,2003-01-01,venture,2011-02-24,3500000
actuatedmedical,hardware,operating,USA,PA,2006-01-01,venture,2012-03-06,150000
extreme-reach,advertising,operating,USA,MA,2007-01-01,other,2012-01-12,9000000
buddy,enterprise,operating,USA,WA,2011-09-22,other,2011-12-28,75000
tsg-solutions,security,operating,USA,CA,2011-01-01,angel,2013-04-10,602108
teladoc,health,operating,USA,TX,2002-01-01,venture,2013-09-12,15000004
ftrans,software,operating,USA,GA,2003-01-01,venture,2008-05-13,7500000
serious-business,games_video,acquired,USA,CA,2008-02-01,venture,2008-04-25,4000000
omni-id,hardware,operating,USA,CA,2007-01-01,series-c+,2009-02-09,15000000
stellaservice,software,operating,USA,NY,2009-01-01,series-b,2013-02-27,15000000
glasshouse-technologies,consulting,operating,USA,MA,2001-01-01,other,2012-01-23,4400000
cardioinsight-technologies,medical,operating,USA,OH,2006-01-01,other,2011-05-18,1652734
revel-touch,ecommerce,operating,USA,CA,2011-04-01,series-a,2012-08-21,10000000
invision-2,public_relations,operating,USA,NY,2011-01-01,series-a,2012-02-22,1500000
avvo,legal,operating,USA,WA,2007-06-01,series-b,2007-04-01,10000000
manta,web,operating,USA,OH,2005-09-01,venture,2012-04-02,44000000
burstly,analytics,operating,USA,CA,2009-12-01,series-a,2010-03-30,1800000
social-project,web,acquired,USA,CA,,series-b,2006-12-01,40000000
codagenix-inc,biotech,operating,USA,NY,2011-08-01,other,2012-07-01,600000
ingrid,web,operating,USA,PA,2004-01-01,series-c+,2007-07-01,13500000
quu,software,operating,USA,WA,2007-01-01,venture,2012-07-30,2089000
netcipia,web,operating,USA,CA,2006-04-30,angel,2007-08-30,200000
pokitdok,mobile,operating,USA,CA,2011-10-01,venture,2011-11-04,450001
cal-tech-international,manufacturing,operating,USA,TX,1988-01-01,venture,2012-04-06,4756612
electric-imp,hardware,operating,USA,CA,2012-01-01,venture,2012-05-16,7900000
intradigm-corporation,biotech,acquired,USA,CA,2000-01-01,series-b,2009-01-07,21400000
bizily,social,closed,USA,CA,2010-01-01,angel,2010-01-01,250000
formate-dynamics,advertising,operating,USA,CO,,other,2012-04-12,750000
gravy,mobile,operating,USA,VA,2011-06-01,other,2012-04-27,3000000
vangogh-imaging,software,operating,USA,VA,,venture,2012-05-22,600000
admitone-security,security,operating,USA,WA,2002-01-01,series-c+,2008-01-08,11000000
happy-cloud,games_video,operating,USA,NY,2011-01-01,series-a,2013-05-22,4250000
poptip,software,operating,USA,NY,2012-01-01,angel,2012-06-05,1075000
catalog-spree,ecommerce,operating,USA,CA,2010-01-01,series-a,2011-11-17,6500000
tokbox,messaging,acquired,USA,CA,2007-05-01,series-a,2007-12-26,4000000
lendkey-technologies,network_hosting,operating,USA,NY,2007-01-01,series-b,2013-08-07,12500000
echo,enterprise,operating,USA,CA,2007-01-01,series-a,2007-08-01,1200000
kodingen,enterprise,operating,USA,CA,2011-07-18,series-a,2011-10-11,2000000
aprecia-pharmaceuticals,biotech,operating,USA,PA,2003-01-01,venture,2011-11-18,25700000
tumblr,web,acquired,USA,NY,2007-02-01,series-b,2008-12-11,4500000
awesomize-me,social,operating,USA,DC,2010-11-08,angel,2010-01-01,50000
